"Points:0","Points:1","Points:2","pressure","total_pressure","velocity_magnitude","x_velocity","y_velocity","z_velocity"
-0.30825,-0.48137,1.1335,261.18,434.55,0,0,0,0
-0.30891,-0.48084,1.133,186.91,425.8,0,0,0,0
-0.3071,-0.48117,1.1334,223.12,436.82,0,0,0,0
-0.30636,-0.48174,1.1338,290.91,444.11,0,0,0,0
-0.30489,-0.48052,1.1328,104.26,408.08,0,0,0,0
-0.30524,-0.48155,1.1337,260.56,446.93,0,0,0,0
-0.30351,-0.4795,1.1314,-249.82,398.19,0,0,0,0
-0.30381,-0.48032,1.1326,20.916,379.92,0,0,0,0
-0.30189,-0.48063,1.1329,68.683,399.62,0,0,0,0
-0.30294,-0.48083,1.1331,148.48,419.41,0,0,0,0
-0.30245,-0.4794,1.1311,-321.74,408.98,0,0,0,0
-0.30155,-0.47971,1.1317,-207.45,385.96,0,0,0,0
-0.30052,-0.4796,1.1315,-268.98,394.11,0,0,0,0
-0.29958,-0.47999,1.1321,-141.34,397.01,0,0,0,0
-0.3,-0.48094,1.1332,118.66,419.53,0,0,0,0
-0.30101,-0.48113,1.1334,187.34,432.36,0,0,0,0
-0.29842,-0.47952,1.1313,-486.41,294.32,0,0,0,0
-0.29869,-0.47991,1.1319,-180.32,405.91,0,0,0,0
-0.29811,-0.48134,1.1336,172.53,438.28,0,0,0,0
-0.29904,-0.48153,1.1338,224.9,442.05,0,0,0,0
-0.29764,-0.48042,1.1327,-44.273,422.25,0,0,0,0
-0.29709,-0.482,1.1342,270.15,456.81,0,0,0,0
-0.29674,-0.48029,1.1324,-118.96,403.94,0,0,0,0
-0.29575,-0.48085,1.1331,19.588,418.17,0,0,0,0
-0.29617,-0.48181,1.1341,221.51,457.34,0,0,0,0
-0.29652,-0.47991,1.1319,-357.98,331.5,0,0,0,0
-0.29387,-0.48124,1.1336,80.393,427.84,0,0,0,0
-0.29419,-0.48218,1.1344,258.44,469.32,0,0,0,0
-0.29517,-0.48245,1.1346,305.07,469.22,0,0,0,0
-0.29478,-0.48072,1.1329,-74.458,389.17,0,0,0,0
-0.29551,-0.48054,1.1279,-793.57,-22.762,0,0,0,0
-0.29444,-0.48075,1.1276,-804.53,-37.749,0,0,0,0
-0.29356,-0.48046,1.1285,-805.84,14.484,0,0,0,0
-0.35124,-0.49647,1.134,367.39,391.32,0,0,0,0
-0.34978,-0.49385,1.1341,375.98,395.55,0,0,0,0
-0.34657,-0.49447,1.1345,377.87,399.61,0,0,0,0
-0.34664,-0.49736,1.1345,370.33,398.07,0,0,0,0
-0.3498,-0.49831,1.1341,364.1,392.64,0,0,0,0
-0.35063,-0.49219,1.134,380.38,395.08,0,0,0,0
-0.34988,-0.49067,1.134,388.18,398.67,0,0,0,0
-0.34798,-0.49006,1.1341,393.08,402.81,0,0,0,0
-0.34609,-0.49094,1.1344,393.86,405.46,0,0,0,0
-0.3454,-0.4934,1.1346,386.8,404.45,0,0,0,0
-0.34279,-0.49369,1.1348,390.13,409.18,0,0,0,0
-0.34125,-0.49584,1.135,383.05,409.22,0,0,0,0
-0.34285,-0.49964,1.1348,371.46,404.77,0,0,0,0
-0.34427,-0.49976,1.1347,366.49,399.5,0,0,0,0
-0.34124,-0.49084,1.1348,401.58,414.31,0,0,0,0
-0.33862,-0.49057,1.1351,408.21,420.08,0,0,0,0
-0.33714,-0.49227,1.1353,403.25,420.89,0,0,0,0
-0.33835,-0.49553,1.1353,389.98,415.32,0,0,0,0
-0.33365,-0.4966,1.1358,390.85,422.53,0,0,0,0
-0.33678,-0.49716,1.1355,384.88,416.64,0,0,0,0
-0.33464,-0.49198,1.1355,409.68,426.61,0,0,0,0
-0.33273,-0.49448,1.1358,402.85,427.28,0,0,0,0
-0.33794,-0.48819,1.1348,413.57,421.92,0,0,0,0
-0.33617,-0.48742,1.1347,416.07,424.88,0,0,0,0
-0.33439,-0.48802,1.135,420.95,429.63,0,0,0,0
-0.33352,-0.48988,1.1354,420.02,431.19,0,0,0,0
-0.34276,-0.48867,1.1344,404.73,413.35,0,0,0,0
-0.34166,-0.48676,1.1342,406.1,414.49,0,0,0,0
-0.33967,-0.48654,1.1342,408.81,417.65,0,0,0,0
-0.34424,-0.48871,1.1343,400.8,409.3,0,0,0,0
-0.34774,-0.48737,1.1337,395.95,403.68,0,0,0,0
-0.34948,-0.48646,1.1334,392.83,400.3,0,0,0,0
-0.34964,-0.48517,1.133,385.61,397.8,0,0,0,0
-0.34804,-0.48393,1.1328,376.87,396.87,0,0,0,0
-0.34699,-0.48407,1.1329,381.23,400.09,0,0,0,0
-0.34566,-0.48577,1.1336,394.98,405.89,0,0,0,0
-0.34592,-0.48669,1.1338,399.61,407.12,0,0,0,0
-0.34572,-0.4827,1.1324,364.67,396.4,0,0,0,0
-0.34434,-0.48291,1.1326,370.91,399.73,0,0,0,0
-0.34381,-0.48482,1.1334,390.82,406.16,0,0,0,0
-0.34262,-0.48507,1.1336,396.09,409.54,0,0,0,0
-0.34133,-0.48341,1.1331,379.1,405.89,0,0,0,0
-0.34009,-0.48336,1.1331,378.18,408.21,0,0,0,0
-0.33889,-0.48455,1.1337,397.43,414.75,0,0,0,0
-0.33753,-0.48422,1.1336,393.27,415.81,0,0,0,0
-0.33617,-0.48501,1.134,406.49,421.45,0,0,0,0
-0.33495,-0.48437,1.1339,399.31,421.09,0,0,0,0
-0.33349,-0.48475,1.1342,406.9,425.13,0,0,0,0
-0.3328,-0.48612,1.1347,419.15,430.09,0,0,0,0
-0.3323,-0.4832,1.1335,384.12,420.12,0,0,0,0
-0.33144,-0.48313,1.1336,382.74,421.74,0,0,0,0
-0.33024,-0.48446,1.1343,408.07,429.91,0,0,0,0
-0.33114,-0.48617,1.1348,422.07,433.45,0,0,0,0
-0.33491,-0.48262,1.1331,371.27,413.75,0,0,0,0
-0.33346,-0.48216,1.1329,359.58,412.73,0,0,0,0
-0.33705,-0.48239,1.1329,362.84,408.35,0,0,0,0
-0.33585,-0.48206,1.1328,347.77,406.46,0,0,0,0
-0.33038,-0.494,1.136,408.3,432.6,0,0,0,0
-0.33094,-0.48971,1.1356,425.3,436.14,0,0,0,0
-0.32941,-0.49155,1.136,420.64,436.95,0,0,0,0
-0.35386,-0.4795,1.1302,259.53,357.51,0,0,0,0
-0.35258,-0.47906,1.13,223.91,350.43,0,0,0,0
-0.35165,-0.47938,1.1302,243.42,357.24,0,0,0,0
-0.35044,-0.47854,1.1297,185.79,346.61,0,0,0,0
-0.3477,-0.48002,1.1309,276.38,370.4,0,0,0,0
-0.34904,-0.47981,1.1307,265,365.77,0,0,0,0
-0.34939,-0.47877,1.1299,199.08,350.95,0,0,0,0
-0.3485,-0.4781,1.1294,125.18,340.81,0,0,0,0
-0.34762,-0.47824,1.1296,141.16,345.07,0,0,0,0
-0.34707,-0.47929,1.1304,223.65,359.16,0,0,0,0
-0.35306,-0.48166,1.1314,337.04,378.89,0,0,0,0
-0.35419,-0.48076,1.1309,310.93,370.62,0,0,0,0
-0.35131,-0.48024,1.1308,295.99,370.94,0,0,0,0
-0.35221,-0.48152,1.1314,331.46,379.3,0,0,0,0
-0.34983,-0.48048,1.131,302.86,374.8,0,0,0,0
-0.34857,-0.48221,1.132,351.49,389.44,0,0,0,0
-0.34949,-0.48191,1.1318,340.81,385.19,0,0,0,0
-0.34722,-0.48116,1.1316,322.3,382.98,0,0,0,0
-0.34624,-0.48138,1.1317,331.01,386.83,0,0,0,0
-0.34529,-0.48068,1.1314,302.62,381.02,0,0,0,0
-0.34392,-0.48096,1.1317,313.86,385.89,0,0,0,0
-0.34342,-0.48205,1.1323,348.32,395.03,0,0,0,0
-0.3431,-0.47998,1.1311,264.39,373.83,0,0,0,0
-0.34209,-0.47996,1.1311,258.37,372.82,0,0,0,0
-0.34132,-0.48089,1.1318,309.36,387.28,0,0,0,0
-0.34222,-0.48213,1.1324,351.46,397.93,0,0,0,0
-0.34022,-0.48084,1.1318,300.98,386.44,0,0,0,0
-0.33926,-0.48177,1.1324,342.42,399.28,0,0,0,0
-0.33812,-0.48161,1.1323,330.75,398.31,0,0,0,0
-0.33549,-0.48068,1.1319,291.13,393.09,0,0,0,0
-0.33411,-0.47928,1.131,169.12,372.52,0,0,0,0
-0.33446,-0.48039,1.1318,265.79,387.56,0,0,0,0
-0.3332,-0.48111,1.1323,309.22,399.54,0,0,0,0
-0.33318,-0.47904,1.1308,122.44,371.26,0,0,0,0
-0.33237,-0.47948,1.1312,190.9,379.38,0,0,0,0
-0.33251,-0.48081,1.1322,279.91,392.1,0,0,0,0
-0.33136,-0.47923,1.131,152.6,378.96,0,0,0,0
-0.3313,-0.48103,1.1324,298.82,398.71,0,0,0,0
-0.33067,-0.48195,1.133,345.12,412.52,0,0,0,0
-0.33046,-0.47994,1.1316,224.68,388.15,0,0,0,0
-0.32945,-0.48182,1.1329,336.82,412.06,0,0,0,0
-0.35854,-0.48228,1.1313,346.34,374.3,0,0,0,0
-0.36039,-0.48274,1.1314,351.46,373.67,0,0,0,0
-0.36121,-0.48193,1.1309,333.03,366.99,0,0,0,0
-0.36049,-0.48048,1.1304,305.89,360.92,0,0,0,0
-0.35893,-0.48025,1.1303,293.66,360.01,0,0,0,0
-0.35821,-0.48079,1.1307,314.88,366.65,0,0,0,0
-0.36251,-0.48189,1.1308,333.46,364.89,0,0,0,0
-0.35659,-0.47962,1.1301,263.46,356.32,0,0,0,0
-0.35673,-0.48038,1.1305,300.84,364.89,0,0,0,0
-0.35565,-0.48114,1.131,324.59,372.46,0,0,0,0
-0.36846,-0.5046,1.1317,327.19,357.55,0,0,0,0
-0.36496,-0.50637,1.1321,328.45,363.65,0,0,0,0
-0.36454,-0.51232,1.132,320.22,363.05,0,0,0,0
-0.35939,-0.51396,1.1326,322.05,370.76,0,0,0,0
-0.35758,-0.52064,1.1326,315.77,373.43,0,0,0,0
-0.36121,-0.50413,1.1327,337.45,370.6,0,0,0,0
-0.35776,-0.50586,1.133,337.98,376.07,0,0,0,0
-0.35691,-0.51138,1.133,330.99,376.56,0,0,0,0
-0.35107,-0.52067,1.1334,321.36,383.47,0,0,0,0
-0.34636,-0.52618,1.1336,319.74,391.1,0,0,0,0
-0.34707,-0.5299,1.1334,310.24,388.16,0,0,0,0
-0.35185,-0.51143,1.1336,335.37,384.04,0,0,0,0
-0.349,-0.51499,1.1338,332.01,387.93,0,0,0,0
-0.37248,-0.49906,1.1313,331.89,352.77,0,0,0,0
-0.369,-0.50059,1.1317,333.81,358.07,0,0,0,0
-0.3759,-0.50081,1.1308,325.13,346.88,0,0,0,0
-0.36099,-0.49986,1.1328,345.67,372.24,0,0,0,0
-0.36669,-0.49801,1.1321,341.95,362.74,0,0,0,0
-0.3635,-0.49776,1.1325,347.14,368.59,0,0,0,0
-0.35509,-0.49957,1.1335,354.67,382.51,0,0,0,0
-0.35364,-0.50194,1.1336,351.86,384.52,0,0,0,0
-0.35418,-0.50404,1.1335,344.78,382.25,0,0,0,0
-0.35847,-0.49859,1.1331,352.77,377.78,0,0,0,0
-0.37874,-0.49725,1.1305,326.94,343.82,0,0,0,0
-0.3767,-0.49446,1.1308,334.01,347.81,0,0,0,0
-0.3729,-0.49542,1.1313,336.86,352.82,0,0,0,0
-0.38173,-0.49166,1.1301,331.1,339.66,0,0,0,0
-0.37956,-0.49087,1.1304,336.92,344.65,0,0,0,0
-0.37717,-0.49219,1.1307,338.38,348.2,0,0,0,0
-0.38105,-0.48638,1.13,337.54,343.17,0,0,0,0
-0.37927,-0.48783,1.1304,340.49,346.13,0,0,0,0
-0.37133,-0.49382,1.1315,344.08,357.37,0,0,0,0
-0.3685,-0.49417,1.1319,346.69,361.83,0,0,0,0
-0.37475,-0.49014,1.131,345.6,353.42,0,0,0,0
-0.37218,-0.49091,1.1314,348.42,357.53,0,0,0,0
-0.37041,-0.48896,1.1315,354.89,361.84,0,0,0,0
-0.36827,-0.48919,1.1318,358.88,366.14,0,0,0,0
-0.3668,-0.49189,1.1321,355.15,366.18,0,0,0,0
-0.37712,-0.48678,1.1305,344.32,349.97,0,0,0,0
-0.37515,-0.48776,1.1309,347.82,353.7,0,0,0,0
-0.37708,-0.48442,1.1302,339.79,348.78,0,0,0,0
-0.37537,-0.48354,1.1302,337.01,350.02,0,0,0,0
-0.3627,-0.49422,1.1326,355.36,371.49,0,0,0,0
-0.36018,-0.49282,1.1329,363.52,376.93,0,0,0,0
-0.35871,-0.49312,1.1331,366.57,380.92,0,0,0,0
-0.35766,-0.49455,1.1332,361.56,380.9,0,0,0,0
-0.36515,-0.4918,1.1323,359.15,370.55,0,0,0,0
-0.36343,-0.48919,1.1323,366.46,374.31,0,0,0,0
-0.36132,-0.48939,1.1326,369.03,377.87,0,0,0,0
-0.36658,-0.48693,1.1317,362.48,369.05,0,0,0,0
-0.36463,-0.48701,1.132,366.28,373.08,0,0,0,0
-0.37334,-0.48625,1.1309,350.71,357.01,0,0,0,0
-0.37127,-0.48675,1.1312,354.87,361.03,0,0,0,0
-0.36976,-0.48483,1.1311,352.34,361.68,0,0,0,0
-0.36782,-0.48486,1.1313,355.93,365.36,0,0,0,0
-0.37375,-0.48421,1.1305,344.12,354.42,0,0,0,0
-0.37255,-0.48321,1.1304,338.92,354.34,0,0,0,0
-0.3706,-0.48343,1.1307,342.95,357.59,0,0,0,0
-0.36015,-0.48821,1.1327,374.41,381.42,0,0,0,0
-0.3576,-0.48848,1.133,378.53,385.64,0,0,0,0
-0.35664,-0.48999,1.1332,376.15,386.05,0,0,0,0
-0.35461,-0.4902,1.1334,380.44,390.27,0,0,0,0
-0.35345,-0.49216,1.1337,376.16,390.4,0,0,0,0
-0.35457,-0.49442,1.1336,367.5,386.28,0,0,0,0
-0.36328,-0.48525,1.1318,364.38,373.7,0,0,0,0
-0.36205,-0.48529,1.1319,367.72,377.07,0,0,0,0
-0.36043,-0.48684,1.1324,374.14,380.77,0,0,0,0
-0.36706,-0.48355,1.131,347.11,363.65,0,0,0,0
-0.36513,-0.48297,1.131,342.52,364.36,0,0,0,0
-0.36398,-0.48339,1.1312,350.94,368.66,0,0,0,0
-0.36052,-0.4837,1.1317,365.72,377.62,0,0,0,0
-0.35903,-0.48508,1.1322,371.71,381.13,0,0,0,0
-0.35745,-0.48322,1.1317,360.25,379.58,0,0,0,0
-0.35805,-0.48495,1.1322,373.03,382.99,0,0,0,0
-0.35609,-0.48289,1.1317,354.89,380.03,0,0,0,0
-0.61538,-0.63359,1.1436,-830.43,405.45,0,0,0,0
-0.61718,-0.63384,1.1437,-860.54,387.03,0,0,0,0
-0.61806,-0.63301,1.1434,-841.16,407.93,0,0,0,0
-0.49352,-0.64508,1.1409,139.67,268.29,0,0,0,0
-0.49119,-0.64516,1.1406,145.08,275.32,0,0,0,0
-0.48546,-0.64545,1.1399,155.4,295.79,0,0,0,0
-0.48042,-0.64558,1.1393,167.55,312.46,0,0,0,0
-0.4821,-0.64621,1.1404,148.89,305.64,0,0,0,0
-0.48938,-0.64688,1.1425,113.21,279.5,0,0,0,0
-0.48711,-0.64691,1.1422,121.14,289.49,0,0,0,0
-0.49402,-0.64746,1.1441,66.846,262.67,0,0,0,0
-0.49456,-0.64604,1.1423,108.59,264.46,0,0,0,0
-0.49021,-0.64793,1.1441,68.549,274.13,0,0,0,0
-0.49255,-0.64814,1.1447,46.324,265.74,0,0,0,0
-0.49777,-0.64591,1.1427,100.07,263.8,0,0,0,0
-0.50543,-0.64514,1.143,86.083,292.94,0,0,0,0
-0.50231,-0.64552,1.1429,83.062,280.39,0,0,0,0
-0.5078,-0.6457,1.1441,36.438,303.32,0,0,0,0
-0.50995,-0.64495,1.1435,45.733,309.48,0,0,0,0
-0.50593,-0.64559,1.1437,47.018,295.09,0,0,0,0
-0.50177,-0.64674,1.1445,42.101,272.41,0,0,0,0
-0.49824,-0.64704,1.1442,56.738,261.54,0,0,0,0
-0.49947,-0.64739,1.1449,27.667,263.74,0,0,0,0
-0.45018,-0.6312,1.1218,261.97,367.01,0,0,0,0
-0.45687,-0.63305,1.1238,254.56,359.5,0,0,0,0
-0.45683,-0.63735,1.1272,245.66,367.49,0,0,0,0
-0.447,-0.63346,1.1231,262.45,385.19,0,0,0,0
-0.4484,-0.63857,1.1272,253.55,391.16,0,0,0,0
-0.45356,-0.63934,1.1286,244.44,381.47,0,0,0,0
-0.43861,-0.62913,1.1194,277.94,391.77,0,0,0,0
-0.44162,-0.6332,1.1223,270.31,397.6,0,0,0,0
-0.42724,-0.60469,1.1111,284.71,302.98,0,0,0,0
-0.43163,-0.60953,1.1117,284.79,316.47,0,0,0,0
-0.42759,-0.60097,1.1108,279.82,290.98,0,0,0,0
-0.47532,-0.64569,1.1386,174.74,329.86,0,0,0,0
-0.47807,-0.64632,1.1399,157.73,321.22,0,0,0,0
-0.46924,-0.64608,1.138,188.03,347.75,0,0,0,0
-0.47043,-0.64762,1.1402,160.44,344.28,0,0,0,0
-0.47251,-0.64764,1.1406,152.89,336.14,0,0,0,0
-0.46533,-0.64596,1.1372,195.51,356.6,0,0,0,0
-0.45392,-0.6429,1.132,231.69,383.58,0,0,0,0
-0.45854,-0.64398,1.1339,219.07,374.48,0,0,0,0
-0.45825,-0.6465,1.1367,202.02,375.69,0,0,0,0
-0.46123,-0.64777,1.1388,182.66,368.86,0,0,0,0
-0.46392,-0.64722,1.1386,179.41,361.03,0,0,0,0
-0.48227,-0.64792,1.1427,114.57,304.55,0,0,0,0
-0.47746,-0.64846,1.1426,127.51,322.82,0,0,0,0
-0.47832,-0.64904,1.1435,94.104,316.5,0,0,0,0
-0.48065,-0.64902,1.1439,88.124,308.35,0,0,0,0
-0.48523,-0.64839,1.1438,96.773,294.85,0,0,0,0
-0.41399,-0.5836,1.1152,262.96,284.01,0,0,0,0
-0.41801,-0.58567,1.1136,266,280.81,0,0,0,0
-0.4217,-0.58361,1.1128,262.45,274.86,0,0,0,0
-0.42574,-0.5857,1.1113,264.45,272.85,0,0,0,0
-0.40614,-0.58423,1.1175,263.82,295.77,0,0,0,0
-0.40988,-0.5859,1.1161,267.15,290.97,0,0,0,0
-0.41023,-0.59176,1.115,275.64,294.77,0,0,0,0
-0.41401,-0.59358,1.1137,278.17,292.09,0,0,0,0
-0.41797,-0.59112,1.1129,272.69,284.92,0,0,0,0
-0.42241,-0.59813,1.1114,280.25,290.17,0,0,0,0
-0.4223,-0.59332,1.1116,274.33,283.47,0,0,0,0
-0.41434,-0.59875,1.1131,285.97,298.71,0,0,0,0
-0.41836,-0.60079,1.1122,286.32,298.18,0,0,0,0
-0.39774,-0.59591,1.1178,286.74,316.22,0,0,0,0
-0.40222,-0.59283,1.1171,278.9,307.03,0,0,0,0
-0.40159,-0.58721,1.1183,269.08,303.88,0,0,0,0
-0.39721,-0.5854,1.1198,266.26,310.57,0,0,0,0
-0.39293,-0.58873,1.1203,272.86,319.43,0,0,0,0
-0.39366,-0.59417,1.1192,283.19,321.76,0,0,0,0
-0.40587,-0.59449,1.1158,282.21,302.95,0,0,0,0
-0.42602,-0.59082,1.1108,269.56,277.1,0,0,0,0
-0.42776,-0.61343,1.1126,290.59,336.62,0,0,0,0
-0.4279,-0.61815,1.1139,293.46,362.07,0,0,0,0
-0.43105,-0.62067,1.1149,289.58,372.43,0,0,0,0
-0.42889,-0.62635,1.1172,293.07,401.73,0,0,0,0
-0.43229,-0.62996,1.1194,286.39,409.2,0,0,0,0
-0.38844,-0.58723,1.1217,271.64,327.27,0,0,0,0
-0.37786,-0.58873,1.1236,280.15,345.05,0,0,0,0
-0.38389,-0.59128,1.122,279.65,336.55,0,0,0,0
-0.36673,-0.58071,1.1265,280,359.62,0,0,0,0
-0.36536,-0.58361,1.1263,288.42,366.45,0,0,0,0
-0.37001,-0.59207,1.1245,294.68,364.47,0,0,0,0
-0.37297,-0.59263,1.1239,291.51,355.43,0,0,0,0
-0.34122,-0.53677,1.1336,309.31,396.67,0,0,0,0
-0.33954,-0.56584,1.1314,298.54,402.25,0,0,0,0
-0.34067,-0.57289,1.1305,300.32,400.97,0,0,0,0
-0.35085,-0.57584,1.1291,293.69,387,0,0,0,0
-0.35183,-0.58353,1.128,300.55,388.07,0,0,0,0
-0.35756,-0.58652,1.127,298.32,379.37,0,0,0,0
-0.33455,-0.53638,1.1342,316.22,409.03,0,0,0,0
-0.32921,-0.54521,1.1341,314.02,416.82,0,0,0,0
-0.33296,-0.55093,1.1334,305.86,410.15,0,0,0,0
-0.33005,-0.56077,1.1327,306.19,414.56,0,0,0,0
-0.58769,-0.63556,1.1438,-461.56,406.47,0,0,0,0
-0.58943,-0.63548,1.1438,-525.29,390.32,0,0,0,0
-0.59291,-0.636,1.1444,-631.01,378.69,0,0,0,0
-0.59461,-0.63647,1.1446,-687.68,384.79,0,0,0,0
-0.59574,-0.63586,1.1443,-646.34,390.5,0,0,0,0
-0.59721,-0.6366,1.1447,-724.88,381.98,0,0,0,0
-0.59878,-0.63604,1.1444,-710.12,374.28,0,0,0,0
-0.59042,-0.63734,1.145,-661.45,371.17,0,0,0,0
-0.59167,-0.63733,1.145,-695.45,374.69,0,0,0,0
-0.58214,-0.63589,1.1437,-389.89,408.1,0,0,0,0
-0.58382,-0.63552,1.1435,-394.83,411.67,0,0,0,0
-0.58519,-0.63689,1.1445,-542.6,385.18,0,0,0,0
-0.5868,-0.63669,1.1445,-577.41,377.1,0,0,0,0
-0.57848,-0.6369,1.1442,-417.55,398.49,0,0,0,0
-0.58011,-0.63784,1.145,-543.54,372.95,0,0,0,0
-0.58161,-0.63734,1.1447,-529.9,379.26,0,0,0,0
-0.57055,-0.63654,1.143,-209.39,405.83,0,0,0,0
-0.57208,-0.63626,1.1429,-218.17,408.72,0,0,0,0
-0.57367,-0.63756,1.1443,-355.99,399.75,0,0,0,0
-0.57539,-0.637,1.144,-340.55,403.2,0,0,0,0
-0.63372,-0.62711,1.1412,-779.51,454.03,0,0,0,0
-0.63532,-0.62661,1.141,-785.81,466.21,0,0,0,0
-0.60802,-0.63511,1.1441,-786.81,381.4,0,0,0,0
-0.60945,-0.6348,1.144,-785.5,394.65,0,0,0,0
-0.61258,-0.63455,1.1439,-821.08,396.18,0,0,0,0
-0.61354,-0.6349,1.144,-849.74,371.1,0,0,0,0
-0.61487,-0.63444,1.1439,-855.97,376.26,0,0,0,0
-0.6103,-0.63562,1.1443,-825.49,379.08,0,0,0,0
-0.61157,-0.63562,1.1443,-838.26,372.05,0,0,0,0
-0.60768,-0.63685,1.1447,-820.11,358.33,0,0,0,0
-0.60896,-0.63775,1.1449,-838.19,330.53,0,0,0,0
-0.60982,-0.63744,1.1448,-843.21,339.33,0,0,0,0
-0.6197,-0.63351,1.1436,-875.24,381.46,0,0,0,0
-0.62065,-0.63283,1.1433,-863.93,404.55,0,0,0,0
-0.6223,-0.63344,1.1435,-896.12,376.63,0,0,0,0
-0.62307,-0.63289,1.1433,-890.25,399.11,0,0,0,0
-0.6022,-0.63637,1.1446,-763.64,370.6,0,0,0,0
-0.60388,-0.63712,1.1448,-798.59,361.72,0,0,0,0
-0.60512,-0.6365,1.1446,-792.73,369.16,0,0,0,0
-0.60644,-0.63731,1.1448,-818.28,348.81,0,0,0,0
-0.5998,-0.637,1.1449,-773.86,366.09,0,0,0,0
-0.60137,-0.63703,1.1448,-782.17,364.11,0,0,0,0
-0.62671,-0.62887,1.1418,-748.38,436.56,0,0,0,0
-0.62461,-0.63319,1.1434,-912.23,382.42,0,0,0,0
-0.62558,-0.63171,1.143,-888.91,406.05,0,0,0,0
-0.62678,-0.63169,1.1429,-899.67,402.25,0,0,0,0
-0.6277,-0.6303,1.1424,-856.79,416.02,0,0,0,0
-0.66514,-0.60887,1.1315,36.677,583.28,0,0,0,0
-0.66743,-0.60947,1.1323,-15.614,584.87,0,0,0,0
-0.66995,-0.60813,1.1317,15.045,588.29,0,0,0,0
-0.66755,-0.61173,1.134,-134.18,581.65,0,0,0,0
-0.65651,-0.61971,1.1385,-667.42,544.98,0,0,0,0
-0.65875,-0.61966,1.1386,-766.03,518.36,0,0,0,0
-0.65982,-0.61841,1.1379,-599.7,550.26,0,0,0,0
-0.66174,-0.61836,1.1381,-701.96,532.12,0,0,0,0
-0.66287,-0.61692,1.1373,-532.63,565.78,0,0,0,0
-0.66517,-0.61689,1.1375,-605.77,557.51,0,0,0,0
-0.6662,-0.61516,1.1364,-438.41,574.08,0,0,0,0
-0.66816,-0.61501,1.1365,-506.6,569.83,0,0,0,0
-0.66904,-0.61391,1.1358,-388.25,576.49,0,0,0,0
-0.66873,-0.61227,1.1346,-224.34,580.08,0,0,0,0
-0.65251,-0.6206,1.1387,-626.7,530.07,0,0,0,0
-0.65105,-0.62098,1.1388,-639.51,516.8,0,0,0,0
-0.65357,-0.62137,1.1393,-811.69,504.52,0,0,0,0
-0.65573,-0.62095,1.1392,-829.88,510.25,0,0,0,0
-0.64791,-0.62259,1.1395,-717.03,501.14,0,0,0,0
-0.65025,-0.62259,1.1397,-805.24,486.73,0,0,0,0
-0.65109,-0.62404,1.1404,-954.3,458,0,0,0,0
-0.65218,-0.62413,1.1404,-996.84,463.58,0,0,0,0
-0.6535,-0.62297,1.14,-962.19,475,0,0,0,0
-0.65675,-0.62278,1.14,-992.22,473.66,0,0,0,0
-0.65553,-0.6238,1.1404,-1039.4,469.24,0,0,0,0
-0.64578,-0.62364,1.14,-792.3,491.65,0,0,0,0
-0.64726,-0.62347,1.14,-829.88,486.02,0,0,0,0
-0.64445,-0.62269,1.1394,-648.39,505.25,0,0,0,0
-0.64809,-0.62505,1.1408,-975.56,460.26,0,0,0,0
-0.65001,-0.62526,1.1408,-1020.8,445.49,0,0,0,0
-0.64278,-0.62382,1.1399,-724.14,489.01,0,0,0,0
-0.64073,-0.62589,1.1409,-871.82,462.62,0,0,0,0
-0.64245,-0.62625,1.1411,-931.81,466.22,0,0,0,0
-0.64331,-0.62532,1.1407,-880.46,468.28,0,0,0,0
-0.63828,-0.62674,1.1412,-872.66,453.49,0,0,0,0
-0.63962,-0.62706,1.1414,-921.08,458.05,0,0,0,0
-0.64005,-0.62825,1.1418,-986.98,432.2,0,0,0,0
-0.64174,-0.62854,1.1419,-1010.1,407.45,0,0,0,0
-0.6428,-0.62751,1.1416,-1003.2,436.04,0,0,0,0
-0.64497,-0.6254,1.1408,-915.79,475.07,0,0,0,0
-0.63692,-0.62772,1.1416,-899.44,452.79,0,0,0,0
-0.63051,-0.62903,1.142,-836.68,422.17,0,0,0,0
-0.63241,-0.62952,1.1422,-884.53,419.91,0,0,0,0
-0.63351,-0.6288,1.1419,-884.54,426.89,0,0,0,0
-0.62928,-0.63039,1.1425,-878.09,418.18,0,0,0,0
-0.58305,-0.63849,1.1454,-640.26,361.7,0,0,0,0
-0.58448,-0.63817,1.1453,-646.52,364.39,0,0,0,0
-0.5768,-0.63763,1.1446,-457.19,386.6,0,0,0,0
-0.58787,-0.63833,1.1454,-695.58,352.54,0,0,0,0
-0.58959,-0.63831,1.1454,-720.1,361,0,0,0,0
-0.59296,-0.63894,1.1456,-765.05,352.64,0,0,0,0
-0.59456,-0.6384,1.1454,-767.4,356.9,0,0,0,0
-0.56684,-0.63761,1.1437,-220.58,401.06,0,0,0,0
-0.56795,-0.63841,1.1445,-341.01,393.35,0,0,0,0
-0.56993,-0.63792,1.1443,-333.23,397.3,0,0,0,0
-0.57121,-0.63898,1.1452,-469.53,374.76,0,0,0,0
-0.5732,-0.63856,1.1451,-483.48,374.39,0,0,0,0
-0.51739,-0.64551,1.1455,-57.95,317.17,0,0,0,0
-0.51933,-0.64554,1.1458,-69.743,320.11,0,0,0,0
-0.53243,-0.64281,1.1446,-66.736,346.26,0,0,0,0
-0.53117,-0.64356,1.1453,-100.76,338.67,0,0,0,0
