"Points:0","Points:1","Points:2","pressure","total_pressure","velocity_magnitude","x_velocity","y_velocity","z_velocity"
-0.6928,-0.38702,1.1028,-157.09,708.22,0,0,0,0
-0.68838,-0.38625,1.102,-29.855,716.07,0,0,0,0
-0.6867,-0.38706,1.1022,-74.682,697.8,0,0,0,0
-0.68532,-0.38623,1.1016,19.592,711.89,0,0,0,0
-0.69422,-0.38626,1.1027,-121.91,711.89,0,0,0,0
-0.6944,-0.38486,1.1021,-8.5561,730.3,0,0,0,0
-0.69315,-0.38385,1.1014,102.44,753.02,0,0,0,0
-0.69153,-0.38444,1.1015,71.451,744.84,0,0,0,0
-0.68843,-0.38467,1.1013,108.36,744,0,0,0,0
-0.69024,-0.38371,1.101,165.77,760.61,0,0,0,0
-0.68545,-0.38473,1.1008,148.72,740.02,0,0,0,0
-0.68701,-0.38393,1.1006,192.32,753.89,0,0,0,0
-0.68404,-0.38396,1.1002,230.39,747.36,0,0,0,0
-0.68239,-0.38477,1.1004,192.98,733.26,0,0,0,0
-0.68416,-0.38274,1.0994,347.42,765.88,0,0,0,0
-0.70275,-0.37835,1.1118,49.82,344,0,0,0,0
-0.7028,-0.37969,1.1121,45.048,373.1,0,0,0,0
-0.70276,-0.37635,1.1095,103.54,348.4,0,0,0,0
-0.7028,-0.37754,1.1098,98.365,382.24,0,0,0,0
-0.70272,-0.37364,1.1077,133.91,319.5,0,0,0,0
-0.70279,-0.37546,1.1077,150.48,374.09,0,0,0,0
-0.66731,-0.40468,1.1019,-58.776,404.78,0,0,0,0
-0.668,-0.40721,1.1016,-17.156,401.09,0,0,0,0
-0.67209,-0.4079,1.1017,-7.6502,406.91,0,0,0,0
-0.67759,-0.40576,1.1022,-38.784,421.66,0,0,0,0
-0.68001,-0.40324,1.1026,-71.995,431.56,0,0,0,0
-0.70273,-0.37279,1.1065,170.07,329.73,0,0,0,0
-0.6664,-0.40895,1.1014,5.8207,392.73,0,0,0,0
-0.66678,-0.41208,1.101,37.976,390.26,0,0,0,0
-0.66954,-0.4135,1.101,48.777,395.71,0,0,0,0
-0.67294,-0.41087,1.1014,25.991,403.98,0,0,0,0
-0.68447,-0.38038,1.0976,551.13,793.63,0,0,0,0
-0.68563,-0.382,1.0991,389.7,778.3,0,0,0,0
-0.68706,-0.38264,1.0998,321.58,774.48,0,0,0,0
-0.68844,-0.38182,1.0994,373.22,785.32,0,0,0,0
-0.6884,-0.38069,1.0985,490.2,800.37,0,0,0,0
-0.68698,-0.38021,1.0979,543.63,803.11,0,0,0,0
-0.68569,-0.38093,1.0983,496.94,792.16,0,0,0,0
-0.68697,-0.37927,1.097,636.24,813.5,0,0,0,0
-0.51651,-0.64627,1.1165,-246.58,-234.79,0,0,0,0
-0.51146,-0.6466,1.1163,-244.89,-233.41,0,0,0,0
-0.50828,-0.64368,1.1134,-247.33,-235.34,0,0,0,0
-0.50219,-0.64487,1.1139,-244.72,-232.99,0,0,0,0
-0.55853,-0.64572,1.1209,-258.16,-246.92,0,0,0,0
-0.55736,-0.64589,1.121,-257.28,-245.62,0,0,0,0
-0.55257,-0.64447,1.1186,-257.64,-245.59,0,0,0,0
-0.56538,-0.64732,1.1238,-258.36,-247.69,0,0,0,0
-0.56178,-0.64827,1.1244,-256.82,-245.92,0,0,0,0
-0.55024,-0.64765,1.1218,-255.17,-243.06,0,0,0,0
-0.54893,-0.64819,1.1222,-252.74,-241.02,0,0,0,0
-0.54551,-0.64783,1.1213,-252.65,-240.61,0,0,0,0
-0.63636,-0.63045,1.1161,-358.53,-307.73,0,0,0,0
-0.63378,-0.63143,1.1168,-342.83,-293.02,0,0,0,0
-0.63031,-0.63077,1.1154,-336.7,-291.03,0,0,0,0
-0.66753,-0.62216,1.1126,-450.09,-431.84,0,0,0,0
-0.672,-0.62118,1.1123,-446.03,-420.23,0,0,0,0
-0.71341,-0.59981,1.0484,-428.08,-396.51,0,0,0,0
-0.71342,-0.59949,1.0469,-430.02,-377.98,0,0,0,0
-0.71348,-0.60062,1.0458,-434.86,-363.71,0,0,0,0
-0.71353,-0.60193,1.0459,-438.34,-370.03,0,0,0,0
-0.71355,-0.60296,1.0474,-438.72,-386.57,0,0,0,0
-0.71353,-0.60288,1.0479,-435.11,-398.11,0,0,0,0
-0.71345,-0.60113,1.0489,-430.21,-401.15,0,0,0,0
-0.7135,-0.60023,1.0442,-438.36,-338.31,0,0,0,0
-0.71356,-0.60427,1.0493,-436.72,-406.13,0,0,0,0
-0.71361,-0.60532,1.0491,-441.99,-406.02,0,0,0,0
-0.71345,-0.59874,1.0436,-436.74,-323.83,0,0,0,0
-0.71348,-0.59871,1.0422,-442.55,-297.42,0,0,0,0
-0.71351,-0.60396,1.0517,-433.24,-415.41,0,0,0,0
-0.71351,-0.60354,1.0509,-432.82,-411.58,0,0,0,0
-0.71363,-0.60618,1.0499,-442.65,-410.99,0,0,0,0
-0.7136,-0.6062,1.0516,-439.98,-415.41,0,0,0,0
-0.71358,-0.60577,1.052,-436.41,-417.09,0,0,0,0
-0.71368,-0.60745,1.0496,-449.16,-410.53,0,0,0,0
-0.7137,-0.60821,1.0505,-449.88,-414.27,0,0,0,0
-0.71366,-0.60788,1.0517,-444.32,-417.24,0,0,0,0
-0.71372,-0.60788,1.0487,-457.19,-404.58,0,0,0,0
-0.71365,-0.6084,1.0535,-441.58,-421.36,0,0,0,0
-0.71368,-0.60849,1.0524,-445.15,-419.99,0,0,0,0
-0.71375,-0.60993,1.0517,-451.29,-420.44,0,0,0,0
-0.71378,-0.61097,1.0524,-453.44,-422.79,0,0,0,0
-0.71376,-0.61097,1.0532,-449.11,-423.51,0,0,0,0
-0.71369,-0.60946,1.0541,-443.68,-422.55,0,0,0,0
-0.71375,-0.60934,1.0501,-459.14,-412.94,0,0,0,0
-0.71377,-0.60996,1.0504,-460.01,-416,0,0,0,0
-0.71388,-0.61084,1.05,-467.03,-413.46,0,0,0,0
-0.71395,-0.61179,1.0506,-466.5,-412.84,0,0,0,0
-0.71387,-0.61199,1.0517,-461.28,-416.72,0,0,0,0
-0.71397,-0.61288,1.0519,-464.34,-418.1,0,0,0,0
-0.71394,-0.61346,1.0532,-464.02,-424.78,0,0,0,0
-0.71387,-0.6132,1.0537,-458.48,-426.69,0,0,0,0
-0.71378,-0.61173,1.0539,-451,-425.08,0,0,0,0
-0.71393,-0.61498,1.055,-475.77,-436.23,0,0,0,0
-0.71389,-0.61437,1.0553,-462.11,-429.48,0,0,0,0
-0.71386,-0.61361,1.055,-457.75,-427.64,0,0,0,0
-0.71406,-0.61424,1.053,-477.44,-434.46,0,0,0,0
-0.71745,-0.64495,1.1159,-215.89,377.2,0,0,0,0
-0.71745,-0.64438,1.1138,-222.69,370.76,0,0,0,0
-0.71736,-0.64223,1.113,-219.67,379.35,0,0,0,0
-0.71738,-0.64206,1.1107,-228.82,370.9,0,0,0,0
-0.7175,-0.64764,1.1221,-203.99,391.94,0,0,0,0
-0.71749,-0.6468,1.1199,-207.57,385.85,0,0,0,0
-0.71757,-0.64794,1.1183,-215.78,371.72,0,0,0,0
-0.71755,-0.64721,1.1164,-220.36,367.22,0,0,0,0
-0.71731,-0.63606,1.094,-299.33,333.11,0,0,0,0
-0.7173,-0.63523,1.0921,-309.38,329.56,0,0,0,0
-0.71724,-0.63386,1.0916,-301.11,340.01,0,0,0,0
-0.71726,-0.63375,1.0899,-317.75,330.22,0,0,0,0
-0.71723,-0.63303,1.0893,-314.41,336.91,0,0,0,0
-0.71743,-0.63888,1.0954,-306.95,323.89,0,0,0,0
-0.71743,-0.63854,1.094,-322.86,319.98,0,0,0,0
-0.71741,-0.63802,1.0937,-318.92,321.17,0,0,0,0
-0.7175,-0.64087,1.0975,-306.43,317.99,0,0,0,0
-0.7175,-0.6404,1.0959,-317.51,317.03,0,0,0,0
-0.71745,-0.64237,1.1064,-251.41,350.55,0,0,0,0
-0.71747,-0.64251,1.1051,-262.02,342.9,0,0,0,0
-0.71742,-0.64086,1.1035,-262.68,347.11,0,0,0,0
-0.71734,-0.6394,1.1037,-253.27,358.24,0,0,0,0
-0.71749,-0.64398,1.1095,-241.23,353.89,0,0,0,0
-0.71751,-0.64394,1.1075,-253.26,343.6,0,0,0,0
-0.7174,-0.63389,1.0807,-589.2,257.36,0,0,0,0
-0.71702,-0.63487,1.0804,-592.4,158.4,0,0,0,0
-0.71719,-0.63446,1.0797,-591.61,177.8,0,0,0,0
-0.71735,-0.6336,1.0795,-597.06,237.12,0,0,0,0
-0.71737,-0.63306,1.0799,-558.3,267.52,0,0,0,0
-0.71736,-0.63297,1.0806,-538.51,285.97,0,0,0,0
-0.71746,-0.63496,1.0809,-599.79,252.68,0,0,0,0
-0.71723,-0.63496,1.0806,-610.47,191.63,0,0,0,0
-0.71727,-0.63368,1.0776,-571.12,-52.144,0,0,0,0
-0.7173,-0.63324,1.0779,-552.07,254.25,0,0,0,0
-0.71702,-0.63491,1.0793,-544.42,-116.11,0,0,0,0
-0.7175,-0.63575,1.081,-596.25,155.1,0,0,0,0
-0.71712,-0.63564,1.0805,-566.27,19.92,0,0,0,0
-0.71676,-0.63554,1.0801,-507.71,-158.69,0,0,0,0
-0.7173,-0.63164,1.0795,-491.21,292.53,0,0,0,0
-0.71726,-0.63313,1.0876,-331.14,326.94,0,0,0,0
-0.71729,-0.63297,1.085,-363.87,315.76,0,0,0,0
-0.71731,-0.63288,1.0837,-388.29,309.88,0,0,0,0
-0.71732,-0.63423,1.0869,-351.38,317.72,0,0,0,0
-0.71734,-0.63418,1.0856,-368.14,314.06,0,0,0,0
-0.71728,-0.6317,1.0816,-435.51,305.23,0,0,0,0
-0.71726,-0.63102,1.0803,-443.65,308.73,0,0,0,0
-0.71735,-0.63361,1.0831,-419.07,291.57,0,0,0,0
-0.71737,-0.63364,1.082,-472.45,290.46,0,0,0,0
-0.71734,-0.63288,1.0814,-477.35,304.11,0,0,0,0
-0.71737,-0.63569,1.089,-343.24,319.36,0,0,0,0
-0.71738,-0.63557,1.0876,-359.62,316.29,0,0,0,0
-0.7174,-0.63507,1.0849,-395.13,289.03,0,0,0,0
-0.71744,-0.63651,1.0868,-388.21,290.41,0,0,0,0
-0.71745,-0.63634,1.0855,-406.79,267.37,0,0,0,0
-0.71741,-0.63502,1.0837,-421.33,273.28,0,0,0,0
-0.71746,-0.6359,1.0831,-447.95,283.57,0,0,0,0
-0.71748,-0.63587,1.0821,-484.05,303.93,0,0,0,0
-0.71744,-0.63476,1.0814,-501.86,297.42,0,0,0,0
-0.7175,-0.63716,1.0848,-430.69,269.89,0,0,0,0
-0.71751,-0.63709,1.0836,-442.57,289.6,0,0,0,0
-0.71738,-0.63669,1.091,-332.63,317.85,0,0,0,0
-0.7174,-0.63651,1.0895,-350.26,316.3,0,0,0,0
-0.71747,-0.63791,1.0889,-378.19,290.96,0,0,0,0
-0.71749,-0.63807,1.0879,-403.53,263.54,0,0,0,0
-0.71749,-0.63762,1.0871,-408.08,261.97,0,0,0,0
-0.71755,-0.64032,1.092,-374.22,265.54,0,0,0,0
-0.71761,-0.64182,1.0914,-403.39,263.56,0,0,0,0
-0.71758,-0.64154,1.0899,-407.25,265.34,0,0,0,0
-0.71755,-0.64075,1.0897,-398.21,258.71,0,0,0,0
-0.71753,-0.63972,1.0912,-379.16,267.66,0,0,0,0
-0.71744,-0.63795,1.0916,-338.23,314.85,0,0,0,0
-0.71749,-0.63883,1.0911,-363.82,294.41,0,0,0,0
-0.7175,-0.63867,1.0895,-386.46,272.64,0,0,0,0
-0.71754,-0.64024,1.089,-400.51,262.54,0,0,0,0
-0.71753,-0.64025,1.0931,-349.72,293.97,0,0,0,0
-0.71754,-0.64032,1.0885,-413.48,261.62,0,0,0,0
-0.71754,-0.63955,1.0876,-423.18,249.91,0,0,0,0
-0.71749,-0.6419,1.102,-278.93,332.53,0,0,0,0
-0.71749,-0.64155,1.1006,-287.01,326.07,0,0,0,0
-0.71755,-0.64251,1.0997,-305.63,315.11,0,0,0,0
-0.71757,-0.64253,1.0986,-317.77,314.67,0,0,0,0
-0.71754,-0.6417,1.0976,-317.87,315.18,0,0,0,0
-0.71562,-0.62056,1.0598,-520.24,-422.42,0,0,0,0
-0.71508,-0.62048,1.0599,-517.87,-453.94,0,0,0,0
-0.71471,-0.62022,1.0596,-519.15,-467.61,0,0,0,0
-0.71502,-0.61941,1.0585,-512.28,-462.39,0,0,0,0
-0.71581,-0.61931,1.0583,-537.69,-421.47,0,0,0,0
-0.71649,-0.61955,1.0589,-609.63,-281.75,0,0,0,0
-0.71631,-0.62003,1.0595,-616.2,-246.22,0,0,0,0
-0.71684,-0.61835,1.0573,-552,-119.15,0,0,0,0
-0.71623,-0.61839,1.0573,-555.22,-384.43,0,0,0,0
-0.71692,-0.6194,1.0589,-600.62,-19.5,0,0,0,0
-0.71681,-0.61898,1.0581,-559.75,-134.32,0,0,0,0
-0.71706,-0.62053,1.0605,-605.78,-48.025,0,0,0,0
-0.7154,-0.6331,1.0764,-504.78,-454.06,0,0,0,0
-0.71478,-0.6324,1.0756,-508.36,-470.86,0,0,0,0
-0.71626,-0.63309,1.0764,-546.92,-391.21,0,0,0,0
-0.71429,-0.63,1.0724,-504,-484.5,0,0,0,0
-0.71432,-0.63118,1.074,-497.08,-481.59,0,0,0,0
-0.71425,-0.62884,1.0709,-507.18,-483.96,0,0,0,0
-0.71462,-0.62767,1.0692,-530.74,-465.99,0,0,0,0
-0.71558,-0.62705,1.0685,-582.49,-430.29,0,0,0,0
-0.71672,-0.62762,1.0692,-618.6,-360.58,0,0,0,0
-0.71423,-0.62762,1.0692,-505.19,-476.42,0,0,0,0
-0.71707,-0.62753,1.0693,-620.22,-39.745,0,0,0,0
-0.71559,-0.62668,1.0679,-573.32,-450.27,0,0,0,0
-0.71656,-0.62644,1.0676,-600.22,-241.69,0,0,0,0
-0.7142,-0.6238,1.0642,-493.09,-465.68,0,0,0,0
-0.71469,-0.62383,1.0641,-511.15,-490.11,0,0,0,0
-0.71524,-0.62425,1.0646,-507.51,-492.91,0,0,0,0
-0.71481,-0.62507,1.0657,-507.54,-491.51,0,0,0,0
-0.71424,-0.62504,1.0657,-491.91,-469.23,0,0,0,0
-0.716,-0.62539,1.066,-540.49,-423.49,0,0,0,0
-0.71534,-0.62544,1.0661,-515.16,-492.18,0,0,0,0
-0.71578,-0.62427,1.0645,-529.26,-468.77,0,0,0,0
-0.71501,-0.62634,1.0674,-522.41,-481.24,0,0,0,0
-0.71424,-0.62631,1.0674,-500.05,-471.69,0,0,0,0
-0.71684,-0.62581,1.0679,-612.59,42.603,0,0,0,0
-0.71668,-0.62482,1.0668,-660.84,-34.387,0,0,0,0
-0.71712,-0.62413,1.0673,-691.73,177.95,0,0,0,0
-0.71647,-0.62477,1.0664,-652.36,-203.22,0,0,0,0
-0.7163,-0.62386,1.0648,-604.53,-350.13,0,0,0,0
-0.7166,-0.62389,1.0655,-672.54,-237.8,0,0,0,0
-0.71655,-0.62285,1.0638,-628.76,-294.91,0,0,0,0
-0.71435,-0.63235,1.0756,-489.4,-477.2,0,0,0,0
-0.71683,-0.63374,1.0775,-559.78,-360.06,0,0,0,0
-0.71704,-0.62102,1.0624,-544.45,283.24,0,0,0,0
-0.71526,-0.62172,1.0614,-521.67,-449.36,0,0,0,0
-0.71475,-0.62133,1.0611,-522.15,-474.37,0,0,0,0
-0.71642,-0.62105,1.0607,-590.11,-345.87,0,0,0,0
-0.71604,-0.62169,1.0614,-594.3,-331.05,0,0,0,0
-0.716,-0.61888,1.0578,-551.26,-399.71,0,0,0,0
-0.7157,-0.62307,1.063,-524.17,-429.13,0,0,0,0
-0.7152,-0.62302,1.063,-517.89,-466.33,0,0,0,0
-0.71463,-0.62254,1.0626,-521.93,-459.87,0,0,0,0
-0.71662,-0.62182,1.0621,-640.53,-277.88,0,0,0,0
-0.71619,-0.62278,1.0632,-594.59,-331.19,0,0,0,0
-0.71706,-0.62157,1.0622,-629.11,29.936,0,0,0,0
-0.71422,-0.62124,1.0611,-500.99,-461.83,0,0,0,0
-0.7142,-0.62248,1.0627,-498.94,-464.18,0,0,0,0
-0.7168,-0.63866,1.1454,-154.75,478.74,0,0,0,0
-0.71669,-0.63638,1.1458,-151.42,479.65,0,0,0,0
-0.71661,-0.63563,1.1498,-148.12,477.62,0,0,0,0
-0.71675,-0.63861,1.1513,-149.59,476.15,0,0,0,0
-0.71689,-0.64092,1.1487,-153.81,477.67,0,0,0,0
-0.717,-0.64303,1.1486,-157.63,476.1,0,0,0,0
-0.71675,-0.63899,1.1534,-148.85,467.81,0,0,0,0
-0.71689,-0.64198,1.1547,-152.11,463.47,0,0,0,0
-0.71704,-0.64456,1.1533,-155.91,470.26,0,0,0,0
-0.71708,-0.64496,1.1507,-158.48,475.62,0,0,0,0
-0.71651,-0.63378,1.1504,-145.21,477.2,0,0,0,0
-0.71643,-0.6326,1.153,-143.12,470.54,0,0,0,0
-0.71647,-0.63383,1.1552,-144.5,458.62,0,0,0,0
-0.71661,-0.63671,1.1556,-146.84,456.96,0,0,0,0
-0.71708,-0.64421,1.1458,-161.86,474.46,0,0,0,0
-0.71662,-0.63478,1.1448,-150.98,481.03,0,0,0,0
-0.7165,-0.63256,1.1457,-147.89,482.14,0,0,0,0
-0.71644,-0.63196,1.1484,-145.46,480.49,0,0,0,0
-0.71596,-0.62217,1.1482,-140.03,485.17,0,0,0,0
-0.71589,-0.62117,1.15,-138.74,481.19,0,0,0,0
-0.71591,-0.62198,1.1517,-138.56,474.23,0,0,0,0
-0.71603,-0.62453,1.1519,-139.32,473.6,0,0,0,0
-0.71612,-0.62581,1.15,-140.51,479.35,0,0,0,0
-0.71608,-0.62464,1.1481,-140.99,484.1,0,0,0,0
-0.71613,-0.62526,1.1462,-142.32,486.48,0,0,0,0
-0.71624,-0.62822,1.15,-141.44,478.44,0,0,0,0
-0.7163,-0.62913,1.1487,-143.45,481.72,0,0,0,0
-0.71628,-0.62837,1.1461,-144.6,484.09,0,0,0,0
-0.71622,-0.627,1.1455,-143.87,485.85,0,0,0,0
-0.71627,-0.62955,1.1529,-141.45,470.81,0,0,0,0
-0.71641,-0.63057,1.1445,-147.08,484.01,0,0,0,0
-0.71605,-0.62539,1.1541,-139.86,463.81,0,0,0,0
-0.71618,-0.62815,1.1546,-140.96,462.08,0,0,0,0
-0.71578,-0.61887,1.1497,-137.95,482.23,0,0,0,0
-0.71583,-0.62082,1.1535,-138.21,466.09,0,0,0,0
-0.71596,-0.62394,1.1558,-140.48,452.97,0,0,0,0
-0.71597,-0.62477,1.1583,-145.07,432.17,0,0,0,0
-0.71603,-0.62611,1.1586,-146.8,428.43,0,0,0,0
-0.71618,-0.62854,1.1566,-143.4,446.72,0,0,0,0
-0.71688,-0.64212,1.1578,-154.2,443.46,0,0,0,0
-0.717,-0.64475,1.1593,-158.93,430.34,0,0,0,0
-0.71712,-0.64693,1.1581,-160.26,442.23,0,0,0,0
-0.71716,-0.64715,1.1553,-159.14,463.46,0,0,0,0
-0.71724,-0.648,1.1497,-163.6,474.86,0,0,0,0
-0.71734,-0.65064,1.1539,-164.56,466.84,0,0,0,0
-0.71736,-0.65076,1.1519,-166.71,473.03,0,0,0,0
-0.71731,-0.64882,1.1463,-168.27,469.88,0,0,0,0
-0.71725,-0.64759,1.1451,-167.38,468.98,0,0,0,0
-0.71746,-0.65185,1.146,-174.09,464.97,0,0,0,0
-0.71754,-0.6532,1.1441,-180.71,454.44,0,0,0,0
-0.71752,-0.65219,1.1413,-181.79,449.42,0,0,0,0
-0.71752,-0.65356,1.1497,-173.02,467.81,0,0,0,0
-0.71761,-0.65608,1.1545,-178.26,461.15,0,0,0,0
-0.71765,-0.65653,1.1517,-181.22,462.81,0,0,0,0
-0.7176,-0.6553,1.15,-179.73,461.95,0,0,0,0
-0.7174,-0.65189,1.1552,-167.51,458.31,0,0,0,0
-0.71753,-0.65453,1.1555,-172.98,456.99,0,0,0,0
-0.71663,-0.63766,1.1588,-152.04,432.18,0,0,0,0
-0.71674,-0.63989,1.1595,-155.86,424.47,0,0,0,0
-0.71722,-0.64895,1.1595,-165.41,427.26,0,0,0,0
-0.71733,-0.65101,1.1587,-167.49,438.98,0,0,0,0
-0.71636,-0.63231,1.1577,-146.91,439.15,0,0,0,0
-0.7164,-0.63375,1.1602,-154.82,412.21,0,0,0,0
-0.71651,-0.63578,1.1606,-157.38,408.08,0,0,0,0
-0.71626,-0.63049,1.1579,-147,434.51,0,0,0,0
-0.71763,-0.65422,1.1393,-189.79,435.05,0,0,0,0
-0.71764,-0.65371,1.1365,-192.21,427.11,0,0,0,0
-0.71642,-0.63034,1.1428,-148.61,484.2,0,0,0,0
-0.71759,-0.65009,1.1247,-205.3,389.18,0,0,0,0
-0.71757,-0.64896,1.1223,-207.8,383.98,0,0,0,0
-0.71775,-0.65576,1.135,-200.75,410.94,0,0,0,0
-0.71777,-0.65566,1.133,-204.55,400.66,0,0,0,0
-0.71769,-0.65389,1.1316,-200.42,405.55,0,0,0,0
-0.71773,-0.6542,1.1297,-206.2,391.85,0,0,0,0
-0.71768,-0.65277,1.128,-204.99,391.92,0,0,0,0
-0.71773,-0.65355,1.1265,-211.93,378.86,0,0,0,0
-0.71773,-0.65305,1.1248,-215.04,373.11,0,0,0,0
-0.7177,-0.65217,1.1242,-212.47,376.03,0,0,0,0
-0.71643,-0.62961,1.1389,-151.4,481.21,0,0,0,0
-0.71635,-0.62828,1.1402,-149.05,483.72,0,0,0,0
-0.71634,-0.62861,1.142,-147.57,485.12,0,0,0,0
-0.71642,-0.62897,1.1371,-152.61,478.54,0,0,0,0
-0.71648,-0.6299,1.1359,-154.86,475.13,0,0,0,0
-0.71646,-0.62902,1.1339,-156.24,471.21,0,0,0,0
-0.71643,-0.62545,1.1234,-167.08,444.24,0,0,0,0
-0.71641,-0.62555,1.1251,-164.82,448.15,0,0,0,0
-0.71628,-0.62295,1.1254,-162.16,449.55,0,0,0,0
-0.71634,-0.62432,1.1259,-162.44,450.81,0,0,0,0
-0.71635,-0.62558,1.13,-158.53,461.39,0,0,0,0
-0.71641,-0.62719,1.1312,-158.25,463.92,0,0,0,0
-0.71647,-0.62827,1.1306,-160.14,461.7,0,0,0,0
-0.71638,-0.62576,1.1284,-160.51,456.92,0,0,0,0
-0.71632,-0.62432,1.1276,-160.53,454.93,0,0,0,0
-0.71637,-0.62685,1.1325,-156.17,468.41,0,0,0,0
-0.7164,-0.62782,1.1338,-155.24,471.56,0,0,0,0
-0.71623,-0.62299,1.1297,-156.97,461.56,0,0,0,0
-0.71628,-0.6243,1.1306,-156.88,463.54,0,0,0,0
-0.71625,-0.62308,1.1283,-158.67,457.35,0,0,0,0
-0.71625,-0.6241,1.1319,-155.15,467.8,0,0,0,0
-0.71629,-0.62517,1.1329,-154.81,469.92,0,0,0,0
-0.71618,-0.62269,1.1325,-153.71,469.87,0,0,0,0
-0.71616,-0.62174,1.1303,-155.31,463.83,0,0,0,0
-0.71614,-0.62164,1.1317,-153.73,468,0,0,0,0
-0.71633,-0.62681,1.1353,-152.98,475.6,0,0,0,0
-0.71635,-0.6275,1.1369,-151.71,478.67,0,0,0,0
-0.71626,-0.62484,1.134,-153.15,473.58,0,0,0,0
-0.71628,-0.62568,1.1352,-152.28,476.04,0,0,0,0
-0.71618,-0.62053,1.1245,-161.46,448.01,0,0,0,0
-0.45695,-0.61468,1.092,-257.85,-243.35,0,0,0,0
-0.45501,-0.6097,1.0899,-260.52,-246.23,0,0,0,0
-0.46004,-0.62597,1.0978,-252.35,-237.21,0,0,0,0
-0.45399,-0.62405,1.0965,-252.93,-236.84,0,0,0,0
-0.45266,-0.61904,1.094,-255.93,-240.07,0,0,0,0
-0.46769,-0.63284,1.1023,-249.05,-234.64,0,0,0,0
-0.46134,-0.6307,1.1006,-249.17,-234,0,0,0,0
-0.47522,-0.63864,1.1067,-246.04,-232.18,0,0,0,0
-0.46868,-0.6361,1.1045,-245.92,-231.57,0,0,0,0
-0.44957,-0.63326,1.1016,-246.67,-230.02,0,0,0,0
-0.44865,-0.62812,1.0985,-250.51,-233.48,0,0,0,0
-0.4556,-0.63522,1.1031,-245.99,-230.3,0,0,0,0
-0.48182,-0.64472,1.112,-241.57,-229.04,0,0,0,0
-0.47555,-0.64147,1.1088,-242.78,-229.37,0,0,0,0
-0.5013,-0.649,1.1175,-240.14,-229.71,0,0,0,0
-0.49617,-0.65089,1.1188,-237.01,-227.5,0,0,0,0
-0.49143,-0.64895,1.1165,-238.29,-227.79,0,0,0,0
-0.48683,-0.65184,1.1188,-233.97,-224.84,0,0,0,0
-0.48215,-0.65131,1.1178,-233.36,-223.88,0,0,0,0
-0.48025,-0.64884,1.1153,-237.01,-225.74,0,0,0,0
-0.4729,-0.64939,1.1151,-235.49,-224.09,0,0,0,0
-0.4708,-0.64554,1.1117,-239,-226.1,0,0,0,0
-0.46441,-0.64482,1.1106,-237.96,-224.82,0,0,0,0
-0.46275,-0.64189,1.1082,-241.77,-227.6,0,0,0,0
-0.62717,-0.63282,1.1173,-320.58,-279.14,0,0,0,0
-0.62366,-0.63279,1.1166,-313.28,-274.88,0,0,0,0
-0.6219,-0.63457,1.1183,-300.45,-267.94,0,0,0,0
-0.61852,-0.63535,1.1186,-292.98,-264.98,0,0,0,0
-0.61667,-0.63491,1.1177,-294.19,-264.87,0,0,0,0
-0.61336,-0.63655,1.1191,-284.68,-261.55,0,0,0,0
-0.60175,-0.63836,1.1193,-272.88,-258.55,0,0,0,0
-0.59806,-0.63843,1.1187,-272.33,-258.22,0,0,0,0
-0.59622,-0.64041,1.1207,-268.46,-257.2,0,0,0,0
-0.59295,-0.64096,1.1208,-267.54,-256.71,0,0,0,0
-0.60826,-0.63953,1.1219,-272.86,-258.65,0,0,0,0
-0.60595,-0.64093,1.1234,-269.37,-258.09,0,0,0,0
-0.60301,-0.64089,1.1227,-269.36,-257.92,0,0,0,0
-0.61364,-0.63866,1.1219,-277.95,-260.14,0,0,0,0
-0.61137,-0.63983,1.123,-272.91,-258.94,0,0,0,0
-0.61834,-0.63815,1.1222,-283.23,-262.13,0,0,0,0
-0.61634,-0.63901,1.123,-277.34,-260.49,0,0,0,0
-0.59178,-0.64305,1.1233,-265.48,-255.78,0,0,0,0
-0.58918,-0.64382,1.1238,-264.58,-254.97,0,0,0,0
-0.58667,-0.64315,1.1223,-265.12,-255.07,0,0,0,0
-0.58383,-0.64441,1.1234,-263.78,-253.78,0,0,0,0
-0.5816,-0.64402,1.1225,-263.65,-253.38,0,0,0,0
-0.57828,-0.64579,1.1242,-262.09,-251.97,0,0,0,0
-0.57523,-0.64469,1.1223,-262.05,-251.82,0,0,0,0
-0.57256,-0.64545,1.1228,-261.07,-250.75,0,0,0,0
-0.57168,-0.64719,1.1249,-259.29,-249.25,0,0,0,0
-0.5679,-0.64832,1.1257,-257.65,-247.56,0,0,0,0
-0.54288,-0.65082,1.1245,-248.29,-237.47,0,0,0,0
-0.54107,-0.65106,1.1246,-246.57,-236.03,0,0,0,0
-0.53803,-0.64937,1.122,-248.9,-237.16,0,0,0,0
-0.53436,-0.65086,1.1232,-245.45,-234.68,0,0,0,0
-0.53145,-0.65024,1.1221,-245.53,-234.46,0,0,0,0
-0.53067,-0.64773,1.1193,-249.07,-236.9,0,0,0,0
-0.52621,-0.64693,1.118,-248.42,-236.33,0,0,0,0
-0.52323,-0.64951,1.1203,-244.37,-233.34,0,0,0,0
-0.5188,-0.64942,1.1197,-243.33,-232.49,0,0,0,0
-0.64826,-0.62635,1.1136,-417.63,-377.55,0,0,0,0
-0.65225,-0.62546,1.1134,-433.66,-401.24,0,0,0,0
-0.6434,-0.62939,1.1161,-388.52,-334.83,0,0,0,0
